Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Player,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,City,State,2019-20
412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,Glenn Robinson III,26,TOT,60,52,1743,5.8,11.9,0.486,1.5,3.9,0.387,4.3,8.0,0.535,1.5,1.7,0.867,1.6,3.8,5.4,2.0,1.1,0.3,1.1,2.0,14.6,Gary,Indiana,1882867
414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,Justin Robinson,22,WAS,9,0,49,3.7,8.8,0.417,2.2,3.7,0.6,1.5,5.1,0.28600000000000003,0.0,0.0,0.0,0.7,2.9,3.7,5.1,0.0,0.7,2.2,1.5,9.6,Manassas,Virginia,395866
415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,Mitchell Robinson,21,NYK,61,7,1412,6.5,8.7,0.742,0.0,0.0,0.0,6.5,8.7,0.742,2.1,3.8,0.568,4.7,6.2,10.9,0.9,1.3,3.0,0.9,4.9,15.0,Pensacola,Florida,1559712
416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,Isaiah Roby,21,OKC,3,0,11,0.0,3.3,0.0,0.0,0.0,0.0,0.0,3.3,0.0,0.0,0.0,0.0,0.0,6.5,6.5,0.0,0.0,0.0,3.3,3.3,0.0,Dixon,Illinois,1500000
417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,Rajon Rondo,33,LAL,48,3,984,5.0,12.0,0.418,1.5,4.6,0.328,3.5,7.4,0.473,1.0,1.5,0.659,0.8,4.4,5.2,8.8,1.5,0.1,3.3,2.1,12.5,Louisville,Kentucky,2564753
418,418,418,418,418,418,418,418,418,418,418,418,418,418,418,Derrick Rose,31,DET,50,15,1298,10.2,20.9,0.49,1.2,4.1,0.306,9.0,16.8,0.535,3.4,3.9,0.871,0.7,2.6,3.4,7.7,1.1,0.4,3.5,1.4,25.1,Chicago,Illinois,7317073
419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,Terrence Ross,28,ORL,63,0,1723,6.6,16.2,0.407,3.4,9.5,0.35700000000000004,3.2,6.7,0.477,2.8,3.4,0.845,0.3,4.0,4.2,1.5,1.4,0.5,1.3,2.0,19.4,Portland,Oregon,12500000
420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,Terry Rozier,25,CHO,63,63,2164,6.6,15.7,0.423,2.9,7.0,0.407,3.8,8.6,0.436,2.8,3.2,0.8740000000000001,0.8,3.8,4.6,4.3,1.0,0.2,2.3,2.1,18.9,Youngstown,Ohio,19894737
422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,D'Angelo Russell,23,TOT,45,45,1452,8.9,21.0,0.426,3.9,10.7,0.3670000000000001,5.0,10.3,0.487,4.0,4.9,0.809,0.4,4.0,4.4,7.1,1.2,0.3,3.6,2.1,25.8,Louisville,Kentucky,27285000
423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,Domantas Sabonis,23,IND,62,62,2159,7.6,14.1,0.54,0.3,1.1,0.254,7.4,13.0,0.565,3.6,4.9,0.723,3.2,9.7,12.9,5.2,0.8,0.5,2.8,3.3,19.1,Portland,Oregon,3529555
425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,JaKarr Sampson,26,IND,26,10,340,5.1,8.6,0.593,0.2,1.4,0.154,4.9,7.2,0.6759999999999999,1.2,2.1,0.55,1.6,4.7,6.2,1.0,1.0,1.0,0.7,4.6,11.5,Cleveland,Ohio,1737145
430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,Mike Scott,31,PHI,63,10,1119,4.2,10.3,0.408,2.3,6.6,0.358,1.8,3.7,0.496,0.8,1.0,0.833,1.9,5.4,7.2,1.5,0.6,0.2,0.8,2.7,11.5,Chesapeake,Virginia,4767000
432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,Collin Sexton,21,CLE,65,65,2143,8.6,18.2,0.472,1.6,4.3,0.38,7.0,14.0,0.501,3.8,4.5,0.846,1.0,2.4,3.4,3.2,1.1,0.1,2.7,2.4,22.7,Marietta,Georgia,4764960
433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,Landry Shamet,22,LAC,47,27,1294,4.1,9.8,0.416,2.9,7.5,0.392,1.1,2.3,0.494,1.6,1.8,0.905,0.2,2.3,2.5,2.4,0.5,0.3,1.0,3.6,12.6,Kansas City,Missouri,1995120
435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,Iman Shumpert,29,BRK,13,0,241,3.1,9.6,0.328,1.2,4.9,0.242,1.9,4.6,0.419,0.6,1.0,0.5710000000000001,1.3,3.7,5.1,1.8,1.8,0.3,1.5,3.1,8.1,Oak Park,Illinois,419443
439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,Anfernee Simons,20,POR,65,4,1400,5.4,13.5,0.402,1.9,5.6,0.338,3.5,7.9,0.448,2.0,2.4,0.826,0.6,3.1,3.8,2.4,0.7,0.3,1.6,3.4,14.7,Longwood,Florida,2149560
441,441,441,441,441,441,441,441,441,441,441,441,441,441,441,Marcus Smart,25,BOS,53,39,1721,5.0,13.2,0.38,2.7,7.7,0.348,2.3,5.5,0.424,2.2,2.7,0.835,0.8,3.4,4.3,5.4,1.8,0.6,1.9,3.0,14.9,Flower Mound,Texas,12553471
444,444,444,444,444,444,444,444,444,444,444,444,444,444,444,Zhaire Smith,20,PHI,7,0,32,3.4,12.4,0.273,0.0,3.4,0.0,3.4,9.0,0.375,2.3,4.5,0.5,0.0,2.3,2.3,2.3,3.4,0.0,2.3,4.5,9.0,Garland,Texas,3058800
445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,Tony Snell,28,DET,59,57,1641,3.7,8.4,0.445,2.2,5.6,0.402,1.5,2.8,0.531,0.7,0.7,1.0,0.2,2.2,2.4,2.8,0.7,0.3,0.7,2.2,10.4,Los Angeles,California,11392857
446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,Omari Spellman,22,GSW,49,3,886,5.2,12.0,0.431,1.7,4.5,0.391,3.4,7.5,0.454,3.0,3.7,0.7929999999999999,3.1,5.8,8.9,1.9,1.3,1.0,2.2,2.6,15.0,Cleveland,Ohio,1897800
447,447,447,447,447,447,447,447,447,447,447,447,447,447,447,Max Strus,23,CHI,2,0,6,12.0,18.0,0.667,0.0,6.0,0.0,12.0,12.0,1.0,6.0,6.0,1.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0,30.0,Hickory Hills,Illinois,415414
448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,Edmond Sumner,24,IND,25,2,345,4.9,11.6,0.423,1.0,4.0,0.263,3.9,7.6,0.507,1.0,1.6,0.667,1.0,2.8,3.9,4.1,1.6,0.8,2.0,3.7,11.9,Detroit,Michigan,2000000
449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,Caleb Swanigan,22,TOT,27,1,288,3.5,5.9,0.596,0.0,0.2,0.0,3.5,5.6,0.622,1.1,2.1,0.529,3.4,9.1,12.5,3.9,0.4,0.9,4.6,7.7,8.1,Indianapolis,Indiana,2033160
450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,Jayson Tatum,21,BOS,59,59,2043,8.8,19.6,0.448,2.9,7.4,0.398,5.9,12.2,0.479,4.0,4.9,0.8059999999999999,1.0,6.4,7.4,3.1,1.5,0.9,2.3,2.1,24.5,St. Louis,Missouri,7830000
451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,Jeff Teague,31,TOT,59,17,1464,5.2,12.0,0.436,1.1,2.9,0.368,4.2,9.1,0.457,4.2,4.8,0.873,0.7,2.8,3.5,7.6,1.1,0.5,2.9,2.6,15.8,Indianapolis,Indiana,19000000
452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,Garrett Temple,33,BRK,55,31,1547,4.6,12.2,0.378,2.6,8.1,0.324,2.0,4.1,0.483,1.3,1.7,0.767,0.7,3.8,4.4,3.3,1.0,0.6,1.3,2.2,13.1,Baton Rouge,Louisiana,4767000
454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,Isaiah Thomas,30,WAS,40,37,925,6.8,16.6,0.408,3.0,7.4,0.413,3.7,9.2,0.405,2.4,3.0,0.816,0.4,2.2,2.6,5.7,0.5,0.2,3.0,3.0,19.0,Tacoma,Washington,2320044
455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,Khyri Thomas,23,DET,8,0,61,3.0,10.0,0.294,3.0,8.3,0.35700000000000004,0.0,1.8,0.0,1.2,2.4,0.5,0.6,0.0,0.6,1.8,1.8,0.0,1.8,5.3,10.0,Omaha,Nebraska,838464
456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,Matt Thomas,25,TOR,33,0,321,6.1,12.4,0.486,3.9,8.4,0.467,2.1,4.0,0.528,0.8,1.1,0.7,0.8,4.6,5.4,1.9,0.9,0.0,1.3,3.5,16.8,Decatur,Illinois,898310
458,458,458,458,458,458,458,458,458,458,458,458,458,458,458,Matisse Thybulle,22,PHI,57,13,1110,3.1,7.6,0.41,1.6,4.6,0.35200000000000004,1.5,3.0,0.5,0.8,1.3,0.61,1.1,1.7,2.8,2.3,2.6,1.3,1.5,3.9,8.7,Scottsdale,Arizona,2582160
459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,Anthony Tolliver,34,TOT,47,9,732,2.7,7.6,0.348,1.9,6.0,0.322,0.7,1.7,0.441,0.9,1.2,0.72,1.5,5.1,6.5,1.6,0.7,0.5,1.5,3.1,8.1,Springfield,Missouri,2419852
460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,Juan Toscano-Anderson,26,GSW,13,6,272,3.8,8.3,0.46,1.1,3.0,0.348,2.8,5.3,0.525,0.4,0.7,0.6,1.2,5.7,6.9,3.4,1.7,0.7,2.1,4.0,9.1,Oakland,California,350189
461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,Karl-Anthony Towns,24,MIN,35,35,1187,9.6,18.9,0.508,3.5,8.4,0.412,6.1,10.5,0.586,5.5,6.9,0.7959999999999999,2.9,8.6,11.5,4.6,1.0,1.3,3.3,3.5,28.1,Edison,New Jersey,27250000
462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,Gary Trent Jr.,21,POR,53,8,1059,5.1,11.9,0.426,2.7,6.8,0.388,2.4,5.1,0.477,1.0,1.2,0.833,0.7,2.3,3.0,1.7,1.3,0.4,0.6,2.3,13.8,Columbus,Ohio,1416852
463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,Allonzo Trier,24,NYK,24,1,291,6.3,13.1,0.481,2.4,6.6,0.358,4.0,6.6,0.604,4.2,5.3,0.7909999999999999,0.7,2.8,3.6,3.5,0.4,0.5,2.7,3.6,19.2,Seattle,Washington,3551100
466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,Evan Turner,31,ATL,19,0,251,3.6,9.6,0.373,0.0,0.7,0.0,3.6,8.9,0.403,1.7,2.0,0.857,1.1,4.3,5.5,5.5,1.3,1.1,3.7,2.9,8.9,Chicago,Illinois,18606557
467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,Myles Turner,23,IND,55,55,1628,5.2,11.4,0.451,1.7,5.1,0.336,3.4,6.4,0.542,2.4,3.2,0.75,1.5,6.4,8.0,1.3,0.9,2.7,1.5,3.1,14.4,Bedford,Texas,18000000
468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,Jarrod Uthoff,26,MEM,4,0,14,2.6,18.0,0.14300000000000002,0.0,10.3,0.0,2.6,7.7,0.333,5.1,5.1,1.0,2.6,0.0,2.6,0.0,2.6,0.0,0.0,2.6,10.3,Cedar Rapids,Iowa,81678
470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,Denzel Valentine,26,CHI,36,5,488,7.2,17.5,0.409,3.4,10.1,0.336,3.8,7.4,0.51,0.4,0.6,0.75,0.7,4.8,5.5,3.2,1.9,0.4,1.9,3.8,18.1,Lansing,Michigan,3377569
471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,Jarred Vanderbilt,20,TOT,11,0,46,3.9,6.3,0.625,0.0,0.8,0.0,3.9,5.5,0.7140000000000001,1.6,1.6,1.0,2.3,4.7,7.0,1.6,2.3,0.8,5.5,4.7,9.4,Houston,Texas,1416852
472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,Fred VanVleet,25,TOR,48,48,1719,6.0,14.7,0.409,2.7,7.1,0.388,3.3,7.6,0.43,2.9,3.5,0.843,0.4,3.4,3.8,6.6,1.9,0.3,2.3,2.5,17.7,Rockford,Illinois,9000000
474,474,474,474,474,474,474,474,474,474,474,474,474,474,474,Noah Vonleh,24,TOT,33,1,364,4.9,8.8,0.562,0.3,1.5,0.2,4.6,7.3,0.635,2.4,3.0,0.8,3.7,8.5,12.2,2.7,1.1,0.6,2.1,3.8,12.6,Salem,Massachusetts,2000000
476,476,476,476,476,476,476,476,476,476,476,476,476,476,476,Dean Wade,23,CLE,12,0,71,4.6,6.6,0.6920000000000001,1.0,2.0,0.5,3.5,4.6,0.778,0.0,0.5,0.0,1.5,8.1,9.6,1.0,1.0,2.0,1.5,4.1,10.1,Wichita,Kansas,375000
478,478,478,478,478,478,478,478,478,478,478,478,478,478,478,Dion Waiters,28,MIA,3,0,42,8.6,22.3,0.385,6.9,14.6,0.471,1.7,7.7,0.222,0.0,0.9,0.0,0.0,9.4,9.4,2.6,0.0,1.7,2.6,4.3,24.0,Philadelphia,Pennsylvania,12100000
479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,Kemba Walker,29,BOS,50,50,1592,7.9,18.8,0.421,3.7,9.9,0.377,4.2,8.9,0.47,4.4,5.1,0.867,0.7,3.9,4.6,5.6,1.1,0.6,2.4,1.7,24.0,The Bronx,New York,32742000
480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,Lonnie Walker,21,SAS,53,4,767,5.4,12.5,0.434,1.4,3.3,0.408,4.1,9.2,0.444,1.8,2.5,0.7170000000000001,0.9,4.5,5.4,2.2,1.3,0.6,1.5,3.3,14.0,Reading,Pennsylvania,2760480
483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,Derrick Walton,24,TOT,26,1,248,2.6,5.7,0.462,1.5,3.5,0.417,1.2,2.2,0.5329999999999999,1.0,1.3,0.778,0.3,2.0,2.3,3.9,1.0,0.0,0.7,3.0,7.7,Detroit,Michigan,1445697
484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,Brad Wanamaker,30,BOS,63,1,1215,4.0,9.4,0.428,1.0,2.7,0.3670000000000001,3.1,6.8,0.452,3.2,3.4,0.931,0.6,3.1,3.7,4.7,1.5,0.4,2.1,3.6,12.2,Philadelphia,Pennsylvania,1445697
486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,P.J. Washington,21,CHO,58,57,1759,5.5,12.1,0.455,1.8,4.7,0.374,3.7,7.3,0.507,1.8,2.8,0.647,1.2,5.3,6.5,2.5,1.0,0.9,1.9,3.2,14.5,Louisville,Kentucky,3831840
489,489,489,489,489,489,489,489,489,489,489,489,489,489,489,Paul Watson,25,TOT,5,0,25,0.0,11.5,0.0,0.0,5.8,0.0,0.0,5.8,0.0,1.4,2.9,0.5,0.0,5.8,5.8,7.2,1.4,1.4,0.0,1.4,1.4,Phoenix,Arizona,50752
491,491,491,491,491,491,491,491,491,491,491,491,491,491,491,Russell Westbrook,31,HOU,53,53,1905,10.7,22.7,0.474,1.0,3.8,0.254,9.8,18.9,0.518,5.1,6.5,0.777,1.8,6.3,8.1,7.0,1.7,0.3,4.5,3.5,27.5,Long Beach,California,38178000
493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,Derrick White,25,SAS,61,13,1468,5.2,11.4,0.459,1.4,3.9,0.35600000000000004,3.8,7.5,0.513,3.7,4.3,0.857,0.7,4.0,4.7,5.1,1.0,1.3,1.8,3.3,15.5,Parker,Colorado,1948080
496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,Grant Williams,21,BOS,62,5,970,3.0,7.1,0.417,0.8,3.2,0.247,2.2,4.0,0.551,1.4,1.9,0.725,2.2,4.0,6.1,2.3,1.0,1.2,1.7,5.5,8.1,Houston,Texas,2379840
498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,Kenrich Williams,25,NOP,35,18,779,2.3,6.6,0.343,1.2,4.4,0.26,1.1,2.2,0.511,0.4,1.1,0.375,2.3,6.0,8.2,2.4,1.2,1.0,1.0,3.7,6.1,Waco,Texas,1416852
500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,Marvin Williams,33,TOT,52,1,1011,3.9,8.9,0.442,1.9,5.1,0.361,2.1,3.7,0.552,1.7,1.9,0.87,0.7,4.6,5.3,2.0,1.2,0.9,1.0,3.3,11.4,Bremerton,Washington,15006250
501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,Robert Williams,22,BOS,23,1,323,4.7,6.9,0.677,0.0,0.0,0.0,4.7,6.9,0.677,1.6,2.8,0.56,3.8,8.2,12.0,2.5,2.2,3.1,2.2,4.5,10.9,Shreveport,Louisiana,1937520
502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,Nigel Williams-Goss,25,UTA,9,0,28,1.3,9.0,0.14300000000000002,0.0,2.6,0.0,1.3,6.4,0.2,2.6,2.6,1.0,2.6,3.9,6.4,6.4,1.3,1.3,2.6,2.6,5.1,Happy Valley,Oregon,1500000
504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,D.J. Wilson,23,MIL,31,0,280,5.1,13.0,0.396,1.8,7.1,0.255,3.3,5.9,0.565,0.8,1.2,0.667,1.3,7.5,8.7,2.8,0.3,0.6,1.9,3.3,12.9,Mount Shasta,California,2961120
505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,Justise Winslow,23,MIA,11,5,352,5.1,13.2,0.388,0.6,2.8,0.222,4.5,10.4,0.431,1.8,2.8,0.667,1.6,5.8,7.5,4.5,0.7,0.5,2.5,3.9,12.7,Houston,Texas,13000000
506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,Christian Wood,24,DET,62,12,1325,7.8,13.8,0.5670000000000001,1.5,3.8,0.386,6.4,10.0,0.636,4.9,6.6,0.7440000000000001,2.8,7.8,10.6,1.6,0.9,1.5,2.3,2.7,22.0,Long Beach,California,1645357
507,507,507,507,507,507,507,507,507,507,507,507,507,507,507,Delon Wright,27,DAL,65,5,1412,4.6,9.7,0.47,1.1,3.0,0.385,3.4,6.7,0.508,1.8,2.3,0.789,1.7,4.9,6.6,5.6,1.9,0.5,1.7,2.1,12.1,Los Angeles,California,9473684
509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,Thaddeus Young,31,CHI,64,16,1591,6.1,13.6,0.448,1.8,5.0,0.35600000000000004,4.3,8.6,0.501,1.0,1.6,0.583,2.1,5.0,7.1,2.6,2.1,0.5,2.3,3.0,14.9,New Orleans,Louisiana,12900000
510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,Trae Young,21,ATL,60,60,2120,9.3,21.2,0.4370000000000001,3.5,9.6,0.361,5.8,11.6,0.501,8.2,9.5,0.86,0.5,3.8,4.3,9.5,1.1,0.1,4.9,1.8,30.2,Lubbock,Texas,6273000
511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,Cody Zeller,27,CHO,58,39,1341,6.7,12.9,0.524,0.5,2.0,0.24,6.3,10.8,0.5770000000000001,3.3,4.8,0.682,4.3,6.7,11.0,2.4,1.1,0.7,2.0,3.8,17.2,Washington,Indiana,14471910
